Month (text),GMT,London Mean Roadside:Nitric Oxide (ug/m3),London Mean Roadside:Nitrogen Dioxide (ug/m3),London Mean Roadside:Oxides of Nitrogen (ug/m3),London Mean Roadside:Ozone (ug/m3),London Mean Roadside:PM10 Particulate (ug/m3),London Mean Roadside:PM2.5 Particulate (ug/m3),London Mean Roadside:Sulphur Dioxide (ug/m3),London Mean Background:Nitric Oxide (ug/m3),London Mean Background:Nitrogen Dioxide (ug/m3),London Mean Background:Oxides of Nitrogen (ug/m3),London Mean Background:Ozone (ug/m3),London Mean Background:PM10 Particulate (ug/m3),London Mean Background:PM2.5 Particulate (ug/m3),London Mean Background:Sulphur Dioxide (ug/m3)
Sep-11,12:00,87.1,54.6,141.7,32.4,25.6,12.5,2.6,14.2,23.3,37.5,49.6,18.6,10.9,3.7
Sep-11,13:00,85.6,55.6,141.2,34.2,25.5,12.4,2.6,13.7,23,36.7,52,18,10.5,3.5
Sep-11,14:00,87.2,58.3,145.4,34.6,25.7,12.6,2.6,13.3,24.5,37.7,52,18.6,10.7,3.6
Sep-11,15:00,86,60.4,146.4,34.1,25.3,12.9,2.3,12,25.5,37.4,51.8,17.8,10.5,3.6
Sep-11,16:00,86,63.2,149.3,32.7,24.2,13.3,2.2,10.9,27.9,38.8,49.5,17.3,10.6,3.5
Sep-11,17:00,89.6,68.4,158,28.7,25.4,14,2.1,11.6,34.7,46.3,42.9,17.9,11.1,3.5
Sep-11,18:00,89.7,71.7,161.4,24.4,26.9,15,2,15.6,42.4,57.9,34.8,19.8,12.1,3.6
Sep-11,19:00,80.5,67.5,148.1,22.2,27.4,16.1,1.9,17.1,43.4,60.5,31.4,20.8,13.5,3.6
Sep-11,20:00,73.1,62.5,135.6,21.1,27.9,16.6,1.8,16.3,42.1,58.4,29.1,21.9,14.2,3.8
Sep-11,21:00,68.7,58.4,127.1,21.1,27.4,16.5,1.8,16.9,40,56.9,28.3,22.1,14.2,3.8
Sep-11,22:00,65.1,54.1,119.2,21.4,26.7,16.4,1.7,17,36.1,53.2,28.2,21.5,14.4,3.7
Sep-11,23:00,59.7,49.3,108.9,21.5,26,16,1.6,17.2,32.7,49.9,27.6,21.2,14.2,3.7
Oct-11,00:00,60.2,46,106.2,23.8,23.3,15,2.6,25.2,32.6,58.1,28.8,18.8,15.2,4.8
Oct-11,01:00,50.8,40.2,91,25,21.5,14,1.7,23.9,29.6,53.5,30,17.8,14.9,3.5
Oct-11,02:00,45.7,35.9,81.5,26.9,20.5,13,2,22.8,26.6,49.5,29.9,17.2,14.2,3.5
Oct-11,03:00,49.3,37,86.3,26.1,20.3,13,2,22.5,26.3,48.8,29.4,16.5,13.8,3.7
Oct-11,04:00,66.7,44.2,110.9,22.1,20.9,13.8,2.3,25.6,29.5,55.2,26.4,16.6,13.6,3.9
Oct-11,05:00,110.3,60.4,170.7,16.1,24,16.4,2.8,36.1,37.9,74,20.6,17.1,14,4.1
Oct-11,06:00,156.1,75.3,231.4,11.3,27.4,16.8,3.5,52.8,47.4,100.2,15.2,19.8,14.7,4.6
Oct-11,07:00,166.9,78.5,245.4,10.7,30.4,17.4,3.8,62.6,51.3,113.9,14.9,21.1,15.6,5.1
Oct-11,08:00,147.5,74.4,221.9,14,31,16.8,3.7,51.5,47.9,99.4,20.4,21.6,15.4,5.1
Oct-11,09:00,120.6,67.7,188.3,19.4,28.6,15,3.5,34.3,40.5,74.8,28.8,20.5,14.4,4.8
Oct-11,10:00,101.9,62.8,164.7,24.9,26.5,13,3.3,23.6,33.8,57.5,36.4,18.9,13.1,4.8
Oct-11,11:00,94.8,59.8,154.6,28.7,25.9,12.1,3.2,19.6,30.4,50,41.6,18.4,12.3,4.7
Oct-11,12:00,90.2,58.2,148.4,31.4,24.5,11.8,3.1,17.4,28.2,45.6,45.5,17.4,11.6,4.4
Oct-11,13:00,90.6,59.1,149.6,32.5,24.7,12.1,3.1,15.9,27.9,43.9,46.5,17.6,11.2,4.2
Oct-11,14:00,92.1,61.6,153.7,31.5,25.4,12.8,3.1,16.4,30.5,46.9,45.3,17.7,11.5,3.8
Oct-11,15:00,91.2,64.6,155.8,30,25,13.1,2.9,16.2,33.8,50.1,42.4,17.3,11.4,4.1
Oct-11,16:00,98.4,71.1,169.4,25.9,25,14.1,2.9,17.4,39.6,57.1,36.4,17.3,12,4.1
Oct-11,17:00,102.1,76.3,178.4,20.9,26.1,16.1,2.8,21,46.4,67.5,29.5,18.3,13.1,4.4
Oct-11,18:00,100.1,76,176.1,18.6,28,16.9,2.8,24.9,49.5,74.4,25.5,20.5,14.6,4.3
Oct-11,19:00,88.3,68.8,157.1,19.6,28.3,17.2,2.7,26,47.7,73.7,25.2,21.6,16.1,4
Oct-11,20:00,79.1,62.5,141.6,20.1,28.5,17,2.6,25.8,44.5,70.4,25.4,22.7,17,4
Oct-11,21:00,74.7,58.8,133.4,20.1,26.7,16.2,2.5,25.4,41.8,67.2,25.2,21.2,16.6,3.9
Oct-11,22:00,70.6,54.1,124.8,20.6,25.5,15.3,2.5,23.8,37.4,61.3,26.4,20.3,15.9,3.9
Oct-11,23:00,63.2,48.6,111.8,22.7,23.6,14.4,2.4,23,33.6,56.6,27.7,18.6,14.5,3.8
Nov-11,00:00,85.8,40.1,138.6,10.7,33.4,24.9,3.1,37.1,37.8,74.8,17.2,27.9,24.2,5.5
Nov-11,01:00,75.8,36,123.4,10.8,32.5,24.6,2.4,35.6,34.9,70.6,17.7,27.1,24,4.3
Nov-11,02:00,57.9,30.8,98.2,12.9,30.7,23.8,2.4,32.3,31.6,63.8,19,26.4,23.1,4.2
Nov-11,03:00,52.5,29.2,90.3,14.1,29.4,23,2.4,27.4,29,56.4,20.5,26,22.8,4.3
Nov-11,04:00,54.9,30.3,93.5,14,28.9,22.4,2.3,24.6,28.6,53.2,20.4,25.2,22.4,4.3
Nov-11,05:00,78.8,35.5,124.2,12.3,29.6,23.1,2.7,30.2,31.7,62,18.8,24.8,22,4.4
Nov-11,06:00,129.9,47.7,191.1,9.7,32,25.6,3.4,46.1,39.9,86.1,15.3,24.8,21.8,4.7
Nov-11,07:00,180.1,57.6,254.7,7.6,34.5,25.1,4.3,65,48.5,113.6,11.3,25.3,21.8,5.4
Nov-11,08:00,191.6,58.9,268.1,7.1,35.8,24.8,4.6,76.3,51,127.2,10.7,26.9,21.7,5.7
Nov-11,09:00,184.6,57.3,259.7,8.3,37.3,24.8,4.6,69.6,47.6,117.1,13.9,28,22,5.8
Nov-11,10:00,167.5,54.5,238.8,10.5,37.5,24.5,4.3,59.5,43.2,102.7,18.4,27.8,22.1,5.8
Nov-11,11:00,155.5,53.4,224.9,12.8,37.8,24.6,4.4,53.8,40.9,94.7,22.3,28.3,22.4,5.6
Nov-11,12:00,147.4,53,216.2,14.4,38.7,24.8,4.4,48.3,39.8,88.1,24.8,28.2,22.9,5.4
Nov-11,13:00,137.9,52.7,206.3,14.8,38.6,24.9,4.2,41.3,39.6,80.9,25.5,28.4,22.8,5.1
Nov-11,14:00,134.9,53.6,205.1,14.5,37.7,24.3,3.9,38.5,40.9,79.5,24.5,27.9,22.7,4.9
Nov-11,15:00,141.9,57.5,217.5,11.9,38.6,25.3,3.6,41,45.9,86.9,19.9,28.6,23.1,5
Nov-11,16:00,151.4,61.5,232.2,9.6,39.6,26.6,3.6,47.1,51.9,99,15.2,29.9,24,5.1
Nov-11,17:00,150.8,61.9,232.2,8.2,39.3,28.2,3.5,50.5,54.3,104.9,13,29.7,24.4,5.1
Nov-11,18:00,143.2,59.6,222.3,7.8,38.7,27.6,3.2,51.6,54.4,106.1,12.2,30.1,25.9,5.4
Nov-11,19:00,128.6,56,203.3,7.9,38,27.4,3.2,48.3,52.4,100.7,12.6,30,26,5.6
Nov-11,20:00,110.9,50.8,178.8,8.7,37.5,27.8,3,44.5,49.2,93.7,13.9,30.3,26.1,5.3
Nov-11,21:00,98.4,46.6,160.5,10,35.5,26,2.8,41,45.5,86.5,15.4,29.2,26.1,5.5
Nov-11,22:00,96,44.5,155.2,11.2,34.7,25.1,2.8,40,42.9,82.9,16,28.7,25.1,5.3
Nov-11,23:00,90.9,41.5,146.3,12.2,33.9,24.9,2.7,39.2,40.2,79.4,17.2,28.1,24.7,5.1
Dec-11,00:00,48.9,46.3,95.4,28.8,16.5,9.1,2.5,9.8,30,39.7,36.1,12.9,9.8,4.3
Dec-11,01:00,37.2,40,77.1,31.1,15.3,8.2,2,7.2,25.5,32.8,39,11.8,9.4,3.1
Dec-11,02:00,26,31.4,57.4,36,14,7.9,1.9,5.6,21.5,27.1,42.4,11.2,9.1,3.2
Dec-11,03:00,23.2,28.6,51.8,38.5,13.6,7.3,1.8,4.7,19.2,23.9,44.6,11,8.6,3.2
Dec-11,04:00,26.4,29.9,56.2,38.3,13.5,7.1,2,4.9,19.4,24.3,44.5,10.7,8.2,3.3
Dec-11,05:00,42.6,37.9,80.6,34.2,13.5,7.2,2.1,9.2,24.1,33.3,41.1,10.2,7.9,3.4
Dec-11,06:00,75.6,53,128.6,27.5,15.5,8,2.6,17.7,32.8,50.5,34.5,10.8,8,3.6
Dec-11,07:00,108.8,66.7,175.6,21.8,17.2,8.4,3.2,24.4,41.3,65.7,28.1,11.1,8.3,3.9
Dec-11,08:00,121.1,71.4,192.5,19.3,18.7,8.7,3.4,32.8,45.5,78.2,25.7,12.1,8.8,4.3
Dec-11,09:00,120.7,70.6,191.3,20.2,20.2,9.1,3.7,33.9,43.7,77.6,27.5,12.9,9.5,4.7
Dec-11,10:00,113.9,68.5,182.4,22.8,21.2,9.2,3.7,28.5,39.4,68,32.1,13.3,9.6,4.8
Dec-11,11:00,105.6,66.4,172,24.6,23,9.8,3.8,25.2,36.9,62.2,34.9,14.1,9.8,5.2
Dec-11,12:00,100.3,65.3,165.6,25.8,23.7,9.2,3.8,21,35.4,56.4,37.1,14.6,10.2,4.8
Dec-11,13:00,96.7,64.7,161.5,26,23.6,9,3.8,19.1,35,54.1,37.3,14.4,9.5,4.7
Dec-11,14:00,100.8,67.5,168.3,24.9,23.3,9.4,3.7,18.7,36.9,55.7,35.5,14.2,9.4,4.7
Dec-11,15:00,103.6,72.1,175.7,21.6,23,10.1,3.4,19.7,42.1,61.8,30.8,14.3,9.7,4.3
Dec-11,16:00,103,74,177,20.2,22.3,10.5,3.3,19.9,45.7,65.7,27.8,14.3,9.5,4.3
Dec-11,17:00,105.8,75.3,181.1,19.2,21.6,10.7,3.2,21.8,47.6,69.4,26.1,14.1,10,4.3
Dec-11,18:00,100.4,73.3,173.8,19.8,21.7,10.5,3,22.7,47.3,70,26.6,14.1,10.5,4.2
Dec-11,19:00,90,68.8,158.9,20.7,20.6,10.5,2.8,20.5,44.8,65.3,28.1,13.6,10.5,4.2
Dec-11,20:00,74.7,62.6,137.3,22.7,19.9,10.4,2.7,17.4,42.2,59.7,29.8,13.4,10.6,4
Dec-11,21:00,64.9,57,121.8,24.5,19.4,10.6,2.7,15.3,39.4,54.6,31.4,13.8,10.5,4
Dec-11,22:00,60.2,53.6,113.8,25.6,18.5,10.1,2.5,13.8,36.3,50.1,32.5,13.4,10.6,3.8
Dec-11,23:00,54.1,49.9,104,26.5,18,9.7,2.3,11.5,33,44.5,33.9,13.1,10.3,3.9
Jan-12,00:00,64,47.8,111.8,23.8,24.1,15.7,2.1,24.7,33.3,58,29.7,19.9,15.8,3.7
Jan-12,01:00,50.6,41.7,92.3,26.9,21.8,15.1,1.7,21.3,29.4,50.7,31.9,19.2,15.1,2.8
Jan-12,02:00,41.4,35.6,77,28.4,20.5,14.7,1.7,18.1,25.9,44,33.5,18,14.4,2.9
Jan-12,03:00,39.1,32.8,72,29.5,19.8,14,1.7,17.4,23.7,41,34.5,17.4,14.1,2.8
Jan-12,04:00,46.1,33.9,80.1,29.3,19.4,13.8,1.8,19.9,23.7,43.5,34.6,17.1,13.7,2.9
Jan-12,05:00,66.9,42.1,109,27.3,19.9,13.8,2.1,26.5,27.8,54.3,33.2,16.7,13.3,3
Jan-12,06:00,114.1,59.4,173.5,21.9,22.2,14.8,2.6,41.1,37,78.1,28.5,17.2,13.5,3.4
Jan-12,07:00,162.4,75.4,237.8,16.9,24.8,16,3.4,61,47.4,108.4,22.9,18.7,14,4.1
Jan-12,08:00,180.7,79.4,260.1,15.4,27.2,16.6,4.1,75.7,52.3,128,21,19.9,15,4.7
Jan-12,09:00,177.3,78.9,256.3,16.1,29.8,17.7,4.3,76.4,51.1,127.5,22.6,21.7,16.2,4.9
Jan-12,10:00,153.5,74.1,227.5,18.1,30.2,17.1,4.2,59.4,45.8,105.1,26,21.8,16,4.7
Jan-12,11:00,130.1,69.2,199.3,20.4,31,16.3,3.8,44.8,40.7,85.5,29.6,21.4,15.8,4.7
Jan-12,12:00,119,67,185.9,21.7,31,15.2,3.7,35,37.8,72.8,31.9,20.5,15.3,4.8
Jan-12,13:00,111.6,66.3,178,22.1,30.3,14.5,3.6,28.2,36.7,64.9,33.2,19.6,14,4.7
Jan-12,14:00,105.5,66.3,171.8,22.4,29.4,13.9,3.4,25.3,37.2,62.4,33.3,19.4,13.4,4.5
Jan-12,15:00,111,70.9,181.8,19.6,29.8,14.5,3.5,26.7,41.6,68.4,29.5,20.5,13.9,4.5
Jan-12,16:00,121.9,78.1,200,15.6,29.8,15.7,3.3,31.9,49.4,81.2,22.9,20.5,14.4,4.6
Jan-12,17:00,130.6,81.2,211.8,13.9,29.8,16.8,3.3,40,54,94.1,19.7,21.2,15.6,4.5
Jan-12,18:00,126.9,79.5,206.4,14.2,29.5,17.2,3.2,45.2,54.6,99.8,19.7,21.4,16.2,4.4
Jan-12,19:00,113.1,75.3,188.5,15,29.4,18,3.2,44.2,52.6,96.8,20.8,22,17.3,4.3
Jan-12,20:00,93.9,67.3,161.1,17.2,28.3,17.4,3,39.8,48.1,87.9,23.3,21.8,16.7,4.2
Jan-12,21:00,83.1,61.6,144.7,18.7,26.8,16.9,2.7,36.7,44.9,81.6,24.5,21.4,16.8,4.1
Jan-12,22:00,79.8,58.7,138.5,19.6,26.4,17,2.7,34,42.3,76.3,25.1,21.4,16.8,3.8
Jan-12,23:00,72,53.6,125.6,20.9,25.6,16.8,2.4,29.1,37.9,67,26.9,21.1,16.7,3.6
Feb-12,00:00,75,56.9,132.2,23.7,29.9,20.8,2.9,31.5,40.8,72.3,29.8,25,21.3,4
Feb-12,01:00,59.8,49.5,109.4,26.8,27.8,20.2,2.3,28.8,37.2,65.9,31.4,24.4,20.9,3.4
Feb-12,02:00,49.9,43.1,93,28.1,26.9,19.8,2.4,25.2,33.3,58.4,32.9,24.2,20.3,3
Feb-12,03:00,48.9,41.7,90.6,28.9,25.9,19.7,2.4,24.3,31.9,56.2,33.1,23.6,20.2,3.1
Feb-12,04:00,54,44.2,98.3,27,26.1,19.4,2.4,25.3,32.9,58.2,31.3,23.5,20.1,3
Feb-12,05:00,75.8,53.6,129.4,22.2,27.4,19.9,2.7,30.5,37.7,68.2,27.3,23.4,20.3,3.1
Feb-12,06:00,126.1,72,198,15.5,30.8,21.4,3.3,43.6,46.8,90.4,21.5,24.2,20.5,3.4
Feb-12,07:00,176.4,86.9,263.4,11.2,34.8,23.5,4.2,62.5,56.7,119.2,16.2,25.8,21.9,4.1
Feb-12,08:00,186.8,88.3,275.1,11.6,37.7,24.3,4.8,69.3,58.2,127.4,16.9,28,22.9,4.7
Feb-12,09:00,170.3,82.8,253.2,15.1,42.3,24.9,4.8,61.4,52.7,114.1,22.3,29.7,23.5,5.1
Feb-12,10:00,146.9,76.2,223.1,19.4,46,24,4.4,46.8,44.8,91.5,29.1,29.5,22.7,5.1
Feb-12,11:00,132.9,72.7,205.6,21.8,43.9,23,4.4,37.1,40.1,77.3,33.3,29,21.9,5.2
Feb-12,12:00,124.6,70.9,195.6,23.4,42,22.5,4,32.7,38.2,70.9,35.9,27.9,20.9,5.1
Feb-12,13:00,120.7,71.3,192,23.8,41.2,21.6,4,29,37.6,66.5,37.5,26.7,19.1,5.2
Feb-12,14:00,117.5,71.8,189.3,23.6,40,20.4,4.2,27.6,38.9,66.5,37,26.3,19,5
Feb-12,15:00,117.4,75.7,193.2,21.8,38.7,20.1,4.6,26.5,42.5,69,34.2,26.2,19.1,4.6
Feb-12,16:00,118.1,80.1,198.2,19.1,37.2,19.7,3.7,25.7,47.5,73.2,29.8,25.3,19.4,4.2
Feb-12,17:00,128.2,87.1,215.3,15,36.5,20,3.4,28.9,54.9,83.8,23.4,24.9,18.6,4.1
Feb-12,18:00,130.4,89.5,219.9,12.6,36.6,21.2,3.4,34.3,59.8,94,19.1,25.9,19.7,4.1
Feb-12,19:00,118.5,85.2,203.6,13.9,35.6,21.4,3.4,36.2,59.1,95.3,19.5,26.2,20.9,4.2
Feb-12,20:00,97.8,76.3,174.1,15.5,34.6,21.3,3.2,34.3,55.4,89.7,21.1,26.4,21.2,4.1
Feb-12,21:00,87.8,70.5,158.3,16.9,33.8,21.6,3.1,33.1,52.6,85.7,21.7,26.6,22.5,4.1
Feb-12,22:00,87.5,67.7,155.3,17.3,33.2,22.3,3.1,32.8,49.8,82.5,22.4,26.3,23,4
Feb-12,23:00,82.8,62.9,145.6,19.7,31.5,22.2,3.1,33.5,45.5,79,25.1,25.8,22.2,4
Mar-12,00:00,81.6,64.8,146.4,18.5,38.2,28.9,2.9,37.1,48.6,85.7,23.2,33.6,28.5,4.7
Mar-12,01:00,66.9,57.7,124.6,20.2,36.3,28.1,2.2,32.5,43.7,76.1,23.5,32.4,28.2,3.3
Mar-12,02:00,57.9,50.5,108.4,21.1,35.3,28.1,2.3,30.8,39.7,70.5,24.7,32.6,28.2,3.5
Mar-12,03:00,57.8,49,106.8,20.5,35,28.4,2.4,29.6,37.8,67.5,23.7,32.3,28.2,3.5
Mar-12,04:00,66.9,51.7,118.7,19,35.8,29.3,2.4,30.8,38.4,69.2,22.2,32.2,28.8,3.8
Mar-12,05:00,102.1,62.1,164.3,15.8,38.4,30.7,3,40.8,43.1,83.9,19.7,32.8,28.8,4.4
Mar-12,06:00,158.7,78.1,236.9,12.5,43.2,33.6,3.8,61.2,50.3,111.4,17,35,29.9,5
Mar-12,07:00,185.9,85,270.9,12.7,45.8,34.5,4.8,70.3,53.5,123.8,17.3,37.2,31,5.7
Mar-12,08:00,172.3,82.4,254.7,15.4,48.4,34.3,5.2,66.8,52.7,119.4,20.7,39,31.3,5.8
Mar-12,09:00,158.1,79.9,238,18.9,49.2,33.2,5.6,58.3,49.5,107.8,26.5,39.5,31.6,6.4
Mar-12,10:00,140.5,76.4,217,22.7,48,32,5.1,47.5,45.1,92.7,32.3,38.7,30.3,6.8
Mar-12,11:00,127.6,74,201.6,25.7,45.2,29.8,5,39.1,41.7,80.8,37.6,37.1,28.5,6.8
Mar-12,12:00,116.9,71.8,188.7,28.6,44.7,28.1,4.4,31.8,38.8,70.7,41.9,35.7,27.1,6.4
Mar-12,13:00,105.9,69.6,175.5,30.3,42.7,27.5,3.8,25.9,36.6,62.5,45.4,34.7,26,5.8
Mar-12,14:00,103.1,70,173,31.7,42,27,3.6,22.9,36.4,59.3,47.2,34.3,25.1,5.3
Mar-12,15:00,101.4,71.4,172.8,31.6,41.6,26.7,3.4,20.4,37.2,57.5,47.5,33.5,24,4.8
Mar-12,16:00,102.7,75.6,178.3,30.1,41.8,27.8,3.4,19.6,40.7,60.3,44.8,33.4,24.3,5
Mar-12,17:00,109.3,82.4,191.7,25.4,43.3,29.5,3.5,21.4,48.6,69.9,37.5,34.2,25.6,5.1
Mar-12,18:00,115.1,88.9,204,20.1,45.1,31.3,3.6,26.6,58.8,85.3,28.2,36.7,27.3,4.9
Mar-12,19:00,117.2,91,208.2,16.2,46.3,32.4,3.7,34,64.5,98.5,21.9,37.8,29.1,4.9
Mar-12,20:00,111.6,86.6,198.2,15.1,46.7,33.2,3.5,40.4,64.7,105.1,19.9,39.1,31.3,4.9
Mar-12,21:00,105,81.9,186.9,15.8,45.5,32.5,3.5,42.8,62,104.8,19.8,38.8,32,5
Mar-12,22:00,99.8,76.6,176.3,17.1,43.3,31.2,3.4,42.9,57.5,100.4,20.7,37.4,29.9,4.8
Mar-12,23:00,90.6,70.2,160.8,18.5,40.3,29.8,3.1,40,52.4,92.4,22.5,34.8,28,4.4
Apr-12,00:00,30.6,42.6,73.2,42.1,18.7,13,1.6,7.2,29.7,36.9,48.3,16.2,12.8,4
Apr-12,01:00,23.4,36.9,60.4,45.4,18,12.8,1.6,6.1,26.6,32.6,50,16.1,12.5,2.8
Apr-12,02:00,21.7,33.9,55.6,46.2,17.7,12.7,1.3,4.9,23.3,28.1,50.3,15.6,12.2,3.3
Apr-12,03:00,27.6,35.5,63.1,43.9,18.1,12.5,1.4,6,23.1,29.1,49.6,15.6,12.3,3.2
Apr-12,04:00,47.3,45.3,92.6,37.3,20.1,13.8,1.7,10.5,27.4,37.9,45,16.4,12.5,3.3
Apr-12,05:00,92.6,63.6,156.3,28.6,23.5,15.7,2.2,21.5,36.8,58.3,38.1,17.4,13.1,3.4
Apr-12,06:00,122.1,72.5,194.7,27.6,26.3,16.6,2.9,31.7,42,73.7,36.8,18.9,13.5,3.8
Apr-12,07:00,117.5,70.6,188.1,31.7,27.7,16.1,3,30.8,40.1,70.9,40.9,19.5,13.6,4.1
Apr-12,08:00,107.8,67.3,175,35.8,28.5,15.4,3,25,36,61,47.4,19.6,13.5,4.3
Apr-12,09:00,98.1,65.1,163.2,40.5,25.9,14.1,2.9,19.3,31.6,50.9,54.4,17.8,12.1,4.3
Apr-12,10:00,90.3,63.3,153.6,43.1,24.6,13.1,2.8,14.5,28.2,42.7,59.7,17.2,11,4.4
Apr-12,11:00,85.9,62.1,148.1,45.2,23.5,12.6,2.6,12.8,26.5,39.3,63.2,15.6,10.4,4.6
Apr-12,12:00,83.7,62.6,146.3,47.1,22.2,12.1,2.7,11.6,25.8,37.4,65.9,15.1,10.3,4.6
Apr-12,13:00,84.9,63.5,148.4,47.3,22.8,11.8,2.5,12.2,26.4,38.7,66.1,14.9,9.9,4.3
Apr-12,14:00,82.4,63.6,146,48,22.9,12.2,2.4,11.5,26.6,38.1,66.7,15.6,9.7,4.2
Apr-12,15:00,79.9,64.2,144.2,48,22,11.9,2.4,10.2,27.1,37.3,67.2,14.3,9.5,4.2
Apr-12,16:00,79.4,65.8,145.2,47.7,20.6,11.6,2.4,9.6,29.3,38.8,65.7,13.8,9.9,4.3
Apr-12,17:00,76.4,67.3,143.7,45.5,20,12.1,2.1,9.1,31.8,40.9,62.8,13.5,10.1,4.1
Apr-12,18:00,71.1,69.2,140.3,42.4,19.7,11.9,1.9,8.7,36.5,45.3,57.1,13.8,10.1,3.9
Apr-12,19:00,64.3,68.5,132.8,37.6,20.2,13,1.9,8.6,41.5,50.1,49.2,14.4,11.1,3.9
Apr-12,20:00,57,64.2,121.3,36.7,20.7,14,2,8.8,40.7,49.5,46.5,15.5,11.8,3.9
Apr-12,21:00,54.6,61.8,116.4,36.1,20.4,14.1,2,9.1,39.2,48.3,45.1,15.6,12.3,3.8
Apr-12,22:00,47.8,56.8,104.6,37.1,20.2,13.6,2,8.7,36.4,45.1,45.3,15.8,12.5,3.7
Apr-12,23:00,39.7,50,89.7,39.6,19.6,13.5,1.8,8.6,32.4,41,46.7,16.3,12.3,3.6
May-12,00:00,24.9,39.1,64.1,46.7,26.2,18.4,1.8,3.8,25.7,29.6,53.6,22.8,17.1,3.6
May-12,01:00,19.3,33.8,53,49,25,17.8,1.8,3.3,22.2,25.5,54.9,22.4,16.9,2.4
May-12,02:00,17.6,31.4,49.1,47.7,24.6,17.7,1.4,2.8,20,22.7,53.4,22.1,16.9,2.6
May-12,03:00,23.5,34.4,58,43.7,25,18,1.4,3.2,20.6,23.8,51,21.9,16.9,2.6
May-12,04:00,42.3,44.4,86.8,36.4,26.9,19.1,1.7,5.5,24.9,30.5,46.6,22.9,17,2.6
May-12,05:00,76.6,59.4,136,30.1,30,21,2.2,11.7,32,43.7,42,23.4,17.4,2.8
May-12,06:00,98.1,68.2,166.4,28.9,31.9,21.6,2.8,16.8,37.1,53.8,40.8,24.3,18,3.3
May-12,07:00,102.2,69.2,171.4,30.8,32.6,21.2,3.1,19,37.6,56.6,42.9,25.6,17.7,3.9
May-12,08:00,102.7,69.2,171.9,33.7,33.6,20.7,3.3,20,36.4,56.4,46.7,26.1,17.4,4.5
May-12,09:00,98.4,67.9,166.3,37.8,33.8,19.6,3.5,18.3,33.2,51.5,52.4,25.8,16.9,4.6
May-12,10:00,90.7,66.3,157,41.7,33.5,18.7,3.1,15.6,30.6,46.2,57.9,25.4,16,4.5
May-12,11:00,88.5,66.2,154.7,44.5,33.4,18.5,3,13.8,28.9,42.7,62.4,25.1,15.7,4.4
May-12,12:00,83.2,65.3,148.5,47.8,32.5,18.3,2.6,12.4,27.7,40.1,66.7,25,15.6,4.3
May-12,13:00,80.5,64.6,145.1,50.1,32,18,2.5,11.2,26.5,37.7,70.2,24.7,15.1,3.7
May-12,14:00,79.3,64.8,144.1,51.3,32,17.7,2.4,11.4,27.2,38.6,70.6,24.5,15,3.6
May-12,15:00,76,65.2,141.3,52,30.9,17.5,2.4,10.5,26.9,37.4,72,23,14.2,3.4
May-12,16:00,71.4,64.6,136,52.8,29.2,16.8,2.5,9,27.4,36.4,72.7,21.9,14.1,3.3
May-12,17:00,66.2,64.1,130.3,53.1,28,16.8,2.7,7.8,28.4,36.1,71.6,21.2,13.9,3.3
May-12,18:00,59.3,63.4,122.7,50.5,26.8,17,2.8,7.1,30.9,38,67.1,20.8,14.2,3.4
May-12,19:00,50,61.2,111.2,45.9,27,17.1,2.6,6,33.4,39.4,61,21.7,14.6,3.6
May-12,20:00,43.9,58.4,102.4,41.8,27.2,18.2,2.4,5.7,35.2,40.9,54.8,22.5,16,3.6
May-12,21:00,43.6,57,100.6,38.9,28.4,19,2.3,5.8,35.8,41.5,50.3,23.4,16.8,3.4
May-12,22:00,40.4,53.5,93.9,39,28.3,19.3,2.3,5.5,33.1,38.6,49.6,23.5,17.3,3.1
May-12,23:00,34,47.6,81.6,41.7,27.4,18.9,2,4.4,29.1,33.4,50.9,23,17.3,3
Jun-12,00:00,33.6,35.2,68.8,36,18.4,11.4,1.6,7.4,23.5,30.9,40.8,15.3,9.2,2.9
Jun-12,01:00,26.3,31.1,57.3,36.2,17.3,10.8,1.8,6.6,20.9,27.4,40.7,15.1,9.1,2.2
Jun-12,02:00,22.6,28.2,50.7,35.4,17,10.4,1.3,5.6,18.9,24.5,39.9,14.5,8.9,2.6
Jun-12,03:00,28.9,30,58.9,33.5,17.8,10.9,1.3,6.5,19,25.5,38.8,14.7,9.1,2.5
Jun-12,04:00,47.4,36.7,84.1,29.5,18.8,11.8,1.6,11,22.2,33.3,36.3,15.2,9.3,2.6
Jun-12,05:00,77.9,48.2,126.1,25.7,21.2,12.9,2.2,16.4,26.8,43.2,34.3,15.6,9.6,2.8
Jun-12,06:00,93,54.1,147.1,26.2,22.5,13,2.7,19.5,30.1,49.6,34.7,16,10,3.1
Jun-12,07:00,89.5,53.6,143.2,29.6,23.1,12.6,2.8,19,28.9,47.9,38.6,16.7,9.4,3.4
Jun-12,08:00,84.6,52.7,137.3,32.7,23.7,11.9,2.8,16.1,26.2,42.4,43.9,16.2,8.9,3.5
Jun-12,09:00,81.9,52.3,134.2,36.3,22.8,11.7,2.6,14.2,23.9,38.2,48.8,15.5,8.6,3.5
Jun-12,10:00,80.8,53.3,134.1,38.6,23.1,11.8,2.4,12.6,22.8,35.4,52.3,15.5,8.5,3.7
Jun-12,11:00,78.5,53.6,132,40.6,24.9,12.1,2.4,12.2,22.5,34.7,55.3,16.1,8.8,3.6
